Severity,Category,Is Mandatory,Requirement,Page Source,My Notes
High,Management,Yes,Contractors should be proactive and solicit bids and quotes from certified DBEs for use when submitting their own bids and employ certified DBEs when participating on transportation related projects.,108,
High,Compliance,Yes,"For payments made to DBE contractors to be counted toward DBE goals, the DBE contractors must perform a commercially useful function (CUF).",108,
High,Compliance,Yes,"The DBE must be responsible for execution of the work of the contract and must carry out its responsibilities by performing, managing, and supervising the work involved, consistent with standard industry practices.",108,
High,Compliance,Yes,"The DBE must also be responsible for ordering its own materials and supplies, determining quantity and quality, negotiating price, installing (where applicable) and paying for the material itself;",109,
High,Compliance,Yes,The DBE must perform work commensurate with the amount of its contract;,109,
High,Compliance,Yes,The DBE’s contribution cannot be that of an extra participant or a conduit through which funds are passed in order to obtain the appearance of DBE participation;,109,
High,Compliance,Yes,The DBE must exercise responsibility for at least fifty percent of the total cost of its contract with its own workforce;,109,
High,Compliance,Yes,"None of the DBE’s work can be subcontracted back to the prime contractor, nor can the DBE employ the prime’s or other subcontractor’s supervisors currently working on the project;",109,
High,Compliance,Yes,The DBE’s labor force must be separate and apart from that of the prime contractor or other subcontractors on the project.,109,
High,Compliance,Yes,"Transferring crews between primes, subcontractors, and DBE contractors is not acceptable;",109,
High,Compliance,Yes,The DBE owner must hold necessary professional or craft license(s) or certification(s) for the type of work he/she performs on the project;,109,
High,Legal,Yes,"Contractors may not terminate for convenience, any approved DBE subcontractor and perform the work with their own forces, without prior written consent from the AOT DBE Program Manager or the AOT Civil Rights Director",110,
High,Legal,Yes,The provisions of the Vermont Agency of Transportation Supplemental Specification – Disadvantaged Business Enterprise (DBE) Utilization (CR 160) shall apply to all VTrans Federal-aid projects which specify a DBE contract goal.,110,
High,Compliance,Yes,"In accordance with VTrans Standard Specifications for Construction, Section 107.01(h), on all federal-aid and state funded contracts, the Contractor, during the life of the Contract and on a monthly basis, shall submit electronically, a listing of payments to subcontractors on the form specified by the State and made available at: http://apps.vtrans.vermont.gov/promptpay/.",111,
High,Compliance,Yes,Electronic reports shall be filed with the Agency Office of Civil Rights by an authorized representative and received in the Agency Office of Civil Rights on or before the tenth working day after month end.,111,
High,Compliance,Yes,Contractors without access to the internet shall obtain and submit manual reports to the Agency Office of Civil Rights.,111,
High,Compliance,Yes,"Manual reports shall be signed by an authorized representative, sent to the Agency Office of Civil Rights, and postmarked on or before the tenth working day after month end.",111,
Medium,Compliance,Yes,"If during the course of the contract work, the information submitted by the contractor in the original job order is substantially modified, the participant shall promptly notify the State Employment Service.",34,
Medium,Operational,Yes,"Upon receipt of this certificate, the contractor may employ persons who do not normally reside in the labor area to fill positions covered by the certificate, notwithstanding the provisions of subparagraph (1c) above.",34,
Medium,Compliance,Yes,The Contractor shall provide notice of these programs to the sources compiled under Paragraph 7b above.,3,
Medium,Management,Yes,The contractor may request in writing an extension of the allotted time for completion of the work.,21,
Medium,Management,Yes,"In cases where VTrans believes damages are owed by a contractor, VTrans will attempt to negotiate a resolution with the contractor.",22,
Medium,Management,Yes,"If requested in writing by either party, negotiations may take the form of structured non-binding mediation with the assistance of a mediator on a “without prejudice” basis.",22,
Medium,Financial,Yes,"The mediator shall be appointed by agreement of the parties, and the fees split equally between the parties.",22,
Medium,Financial,Yes,The contractor may submit internally generated indirect cost computations and the related schedules.,25,
Medium,Compliance,Yes,Bidder certifies to the following (Bidder may attach any desired explanation or substantiation. Please also note that Bidder may be asked to provide documentation for any applicable claims):,105,
Medium,Technical,Yes,"Bidder owns, leases or utilizes, for business purposes, space that has received: Energy Star® Certification LEED®, Green Globes®, or Living Buildings Challenge℠ Certification Other Internationally Recognized Building Certification:",105,
Medium,Technical,Yes,Bidder has received incentives or rebates from an Energy Efficiency Utility or Energy Efficiency Program in the last five years for energy efficient improvements made at bidder’s place of business. Please explain:,105,
Medium,Technical,Yes,"Bidder can claim on-site renewable power or anaerobic-digester power (“cow-power”). Or bidder consumes renewable electricity through voluntary purchase or offset, provided no such claimed power can be double-claimed by another party.",105,
Medium,Technical,Yes,Bidder uses renewable biomass or bio-fuel for the purposes of thermal (heat) energy at its place of business.,105,
Medium,Technical,Yes,"Bidder’s heating system has modern, high-efficiency units (boilers, furnaces, stoves, etc.), having reduced emissions of particulate matter and other air pollutants.",105,
Medium,Technical,Yes,Bidder tracks its energy consumption and harmful greenhouse gas emissions. What tool is used to do this?,106,
Medium,Technical,Yes,"Bidder promotes the use of plug-in electric vehicles by providing electric vehicle charging, electric fleet vehicles, preferred parking, designated parking, purchase or lease incentives, etc..",106,
Medium,Technical,Yes,Bidder offers employees an option for a fossil fuel divestment retirement account.,106,
Medium,Technical,Yes,"Bidder offers products or services that reduce waste, conserve water, or promote energy efficiency and conservation. Please explain:",106,
Medium,Technical,Yes,Please list any additional practices that promote clean energy and take action to address climate change:,106,
Medium,Legal,Yes,This Policy shall not be incorporated by reference.,107,
Medium,Financial,Yes,"There shall be no direct compensation allowed the Contractor for this work, but the cost thereof shall be included in the general cost of the work.",111,
Medium,Compliance,Yes,Violations shall be reported to the Agency Office of Civil Rights for review.,111,
Low,Operational,Yes,Include additional pages if necessary.,103,
